Place,Count
Orange,8
Oranien,50
Oranienbaum,2
Oranienburg,20
Orléans,33
Osnabruck,4
Osnabrück,38
Osterode,4
Ostfriesland,20
Ostrog,2
Ostsee,6
Paderborn,2
Pamiers,2
Paris,73
Peine,2
Peking,2
Pembroke,4
Persien,4
Pest,5
Petersburg,6
Peterwardein,6
Pfalz,42
Pfalz-Neuburg,3
Philippsburg,7
Piemont,2
Pinneberg,2
Plittersdorf,3
Po,4
Pole,2
Polen,184
Pommern,12
Porto,2
Portugal,4
Portugiesen,2
Posen,4
Potsdam,20
Pottendorf,3
Prag,5
Preußen,197
Pruth,2
Pyrmont,21
Quedlinburg,6
Raab,6
Rantzau,18
Rappach,6
Rastatt,2
Ratzeburg,2
Ravenna,2
Regensburg,11
Rhein,32
Rhône,2
Riga,6
Rijswijk,6
Rom,70
Rotterdam,2
Ruhr,11
Russland,4
Römer,13
Sachsen,110
Sachsen-Gotha,2
Sachsen-Lauenburg,2
Sachsen-Merseburg,4
Saint Cyr,3
Saint Germain,8
Saint James,2
Saint-Germain,4
Salisbury,8
Salm,26
Salzburg,2
Salzdahlum,14
Savoyen,21
Scarlati,3
Schlesien,6
Schotte,8
Schottland,24
Schulenburg,34
Schwarze Meer,2
Schwede,2
Schweden,246
Schwedt,2
Schönhausen,4
Seeland,2
Seesen,2
Sesto,4
Shrewsbury,6
Siebenbürgen,8
Siena,2
Singen,2
Sizilien,4
Smyrna,2
Soest,2
Sorbonne,10
Spandau,8
Spanheim,14
Spanien,70
Spanier,24
Stade,4
Stamford,16
Steevenswert,2
Steiermark,3
Sternberg,2
Stettin,4
Stockholm,4
Stormarn,2
Straßburg,2
Stör,4
Sulzbach,6
Tangermünde,2
Temeswar,6
Teplitz,6
Tettau,2
Thorn,2
Thüringen,2
Tirol,10
Tokaj,2
Torgau,12
Toskana,9
Transsilvanien,5
Trier,4
Turku,2
Tönning,10
Türkei,2
Ulm,6
Ungarn,37
Ursel,36
Utrecht,8
Vaudémont,4
Venedig,28
Venetien,2
Venezianer,13
Venlo,2
Vesuv,3
Vigo,2
Walachei,3
Walachen,4
Wales,36
Wangenheim,7
Wardein,3
Warschau,34
Wartenberg,32
Weichsel,2
Wesel,2
Weser,2
Weyhausen,2
Wien,258
Wildeshausen,4
Wismar,2
Wittenberg,6
Wolfenbüttel,149
Württemberg,13
York,2
Zell,3
Zellerfeld,5
Zerbst,4
Ziesar,2
Zweibrücken,6
Ägypten,6
Ägypter,6
Äthiopien,2
Ätna,2
