Place,Count
Hundisburg,3
Idria,3
Ilok,3
Indien,17
Ingenheim,2
Inn,5
Innsbruck,5
Irland,6
Israel,3
Italien,65
Italiener,18
Jena,7
Jerusalem,3
Kairo,6
Kap der Guten Hoffnung,2
Karlsbad,15
Kasan,3
Kassel,31
Kehl,3
Kiel,3
Kiew,2
Kliszów,6
Kniphausen,6
Koblenz,3
Konstantinopel,12
Kopenhagen,3
Krakau,37
Kroatien,3
Kurland,24
Kurpfalz,3
Kärnten,3
Köln,37
Königreich,45
Königsberg,3
Königsmarck,24
Königstein,9
Köpenick,5
La Trappe,9
Lamspringe,9
Landsberg,2
Lauenburg,5
Laxemburg,3
Laxenburg,2
Lehnin,9
Leipzig,17
Lenzen,9
Levante,6
Lichtenburg,2
Linsburg,54
Linz,6
Litauen,12
Litauer,3
Livland,9
Loccum,26
Lombardei,5
London,25
Loreto,6
Lothringen,41
Lustenburg,15
Lyon,9
Lübeck,3
Lüneborg,3
Lüneburg,40
Lüttich,15
Maas,11
Maastricht,6
Madrid,5
Magdeburg,26
Mailand,13
Maine,5
Maintenon,12
Mainz,12
Malchow,6
Malta,2
Mantua,8
Marienbad,3
Marlborough,61
Martinitz,3
Maubuisson,12
Meaux,42
Mecklenburg,16
Melle,3
Memel,2
Merseburg,6
Meseritz,3
Mittelmeer,3
Modena,50
Monferrato,2
Monmouth,6
Montepulciano,2
Moray,3
Morea,3
Moskau,14
München,15
Münster,22
Namur,6
Nassau,5
Nauplia,3
Neapel,18
Neuburg,8
Newcastle,6
Niederlande,3
Niedersachsen,2
Niederösterreich,2
Nienburg,6
Nimwegen,3
Nizza,3
Nola,3
Nordhausen,14
Nordmeer,3
Norwegen,6
Nöteburg,9
Nürnberg,6
Oberrhein,2
Oeynhausen,2
Oldenburg,3
Orange,8
Oranien,50
Oranienbaum,3
Oranienburg,30
Orléans,39
Osnabruck,6
Osnabrück,38
Osnabrücker,9
Osterode,5
Ostfriesland,27
Ostrog,2
Ostsee,6
Paderborn,2
Pamiers,3
Paris,80
Peine,2
Peking,3
Pembroke,4
Persien,6
Pest,6
Petersburg,6
Peterwardein,6
Pfalz,51
Pfalz-Neuburg,3
Philippsburg,9
Piemont,3
Pinneberg,3
Plittersdorf,3
Po,6
Pole,3
Polen,227
Pommern,16
Porto,2
Portugal,5
Portugiesen,3
Posen,5
Potsdam,30
Pottendorf,3
Prag,5
Preußen,251
Pruth,2
Pyrmont,15
Quedlinburg,9
Raab,8
Rantzau,27
Rappach,6
Rastatt,2
Ratzeburg,3
Ravenna,3
Regensburg,12
Rhein,35
Rhône,2
Riga,9
Rijswijk,8
Rom,91
Rotterdam,3
Ruhr,12
Russland,3
Römer,18
Sachsen,138
Sachsen-Gotha,3
Sachsen-Lauenburg,3
Sachsen-Merseburg,4
Saint Cyr,3
Saint Germain,12
Saint James,2
Saint-Germain,6
Salisbury,11
Salm,26
Salzburg,3
Salzdahlum,16
Savoyen,24
Scarlati,3
Schlesien,6
Schotte,9
Schottland,26
Schulenburg,40
Schwarze Meer,3
Schwede,3
Schweden,307
Schwedt,3
Schönhausen,6
Seeland,3
Seesen,3
Sesto,6
Shrewsbury,6
Siebenbürgen,9
Siena,3
Singen,3
Sizilien,6
Smyrna,3
Soest,3
Sorbonne,12
Spandau,11
Spanheim,21
Spanien,84
Spanier,30
Stade,5
Stamford,24
Steevenswert,3
Steiermark,3
Sternberg,2
Stettin,4
Stockholm,5
Stormarn,3
Stör,6
Sulzbach,8
Tangermünde,2
Temeswar,6
Teplitz,7
Tettau,3
Thorn,3
Thüringen,2
Tirol,8
Tiroler,2
Tokaj,2
Torgau,12
Toskana,12
Transsilvanien,5
Trier,5
Turku,2
Tönning,11
Türkei,3
Ulm,9
Ungarn,40
Ursel,36
Utrecht,8
Vaudémont,6
Venedig,32
Venetien,3
Venezianer,15
Venlo,3
Vesuv,3
Vigo,3
Walachei,3
Walachen,6
Wales,48
Wangenheim,9
Wardein,3
Warschau,39
Wartenberg,48
Weichsel,3
Wesel,3
Weser,2
Weyhausen,2
Wien,199
Wildeshausen,6
Wismar,3
Wittenberg,9
Wolfenbüttel,175
Württemberg,17
York,2
Zell,3
Zellerfeld,6
Zerbst,6
Ziesar,3
Zweibrücken,8
Ägypten,9
Ägypter,9
Äthiopien,3
Ätna,2
