Place,Count
Altdorf,3
Australier,1
Berlin,2
Bevern,1
Brandenburg,3
Braunschweig,15
Bremen,1
Bückeburg,1
Celle,3
Deutschland,3
Dresden,1
Engländer,2
Essen,1
Europa,1
Frankreich,7
Franzose,1
Großbritannien,3
Hammerstein,1
Hannover,9
Helmstedt,1
Herrenhausen,2
Holland,1
Innsbruck,1
Irland,1
Italien,2
Italiener,2
Jena,1
Konstantinopel,1
Köln,1
Königsmarck,2
Loccum,1
Lüneburg,1
Maastricht,1
Maintenon,1
Mantua,1
Marienbad,1
Melle,1
Niederlande,1
Nola,1
Norwegen,1
Paris,1
Pfalz,1
Piemont,1
Polen,3
Preußen,1
Quedlinburg,2
Raab,1
Ravenna,1
Rhein,1
Rijswijk,1
Rom,5
Russland,1
Römer,2
Sachsen,2
Schulenburg,1
Schweden,1
Siena,1
Smyrna,1
Tirol,1
Ungarn,1
Wangenheim,1
Wien,1
Wittenberg,2
Wolfenbüttel,4
Ägypten,1
