Place,Count
Orléans,32
Osnabruck,4
Osnabrück,38
Osterode,4
Ostfriesland,18
Ostrog,2
Ostsee,6
Paderborn,2
Pamiers,2
Paris,72
Peine,2
Peking,2
Pembroke,4
Persien,4
Petersburg,6
Peterwardein,4
Pfalz,40
Pfalz-Neuburg,2
Philippsburg,6
Piemont,2
Pinneberg,2
Plittersdorf,2
Po,4
Pole,2
Polen,184
Pommern,12
Porto,2
Portugal,4
Portugiesen,2
Posen,4
Potsdam,20
Pottendorf,2
Prag,4
Preußen,196
Pruth,2
Pyrmont,20
Quedlinburg,6
Raab,6
Rantzau,18
Rappach,6
Rastatt,2
Ratzeburg,2
Ravenna,2
Regensburg,8
Rhein,27
Rhône,2
Riga,6
Rijswijk,6
Rom,66
Rotterdam,2
Ruhr,8
Russland,4
Römer,12
Sachsen,110
Sachsen-Gotha,2
Sachsen-Lauenburg,2
Sachsen-Merseburg,4
Saint Cyr,2
Saint Germain,8
Saint James,2
Saint-Germain,4
Salisbury,8
Salm,26
Salzburg,2
Salzdahlum,14
Savoyen,18
Schlesien,6
Schotte,8
Schottland,24
Schulenburg,34
Schwarze Meer,2
Schwede,2
Schweden,244
Schwedt,2
Schönhausen,4
Seeland,2
Seesen,2
Sesto,4
Shrewsbury,6
Siebenbürgen,6
Siena,2
Singen,2
Sizilien,4
Smyrna,2
Soest,2
Sorbonne,8
Spandau,8
Spanien,70
Spanier,22
Stade,4
Stamford,16
Steevenswert,2
Steiermark,2
Sternberg,2
Stettin,4
Stockholm,4
Stormarn,2
Straßburg,2
Stör,4
Sulzbach,6
Tangermünde,2
Temeswar,4
Teplitz,6
Tettau,2
Thorn,2
Thüringen,2
Tirol,10
Tokaj,2
Torgau,12
Toskana,8
Transsilvanien,4
Trier,4
Turku,2
Tönning,10
Türkei,2
Ulm,6
Ungarn,32
Ursel,36
Utrecht,8
Vaudémont,4
Venedig,22
Venetien,2
Venezianer,10
Venlo,2
Vesuv,2
Vigo,2
Walachei,2
Walachen,4
Wales,32
Wangenheim,6
Wardein,2
Warschau,34
Wartenberg,32
Weichsel,2
Wesel,2
Weser,2
Weyhausen,2
Wien,220
Wildeshausen,4
Wismar,2
Wittenberg,6
Wolfenbüttel,144
Württemberg,12
York,2
Zell,2
Zellerfeld,4
Zerbst,4
Ziesar,2
Zweibrücken,6
Ägypten,6
Ägypter,6
Äthiopien,2
Ätna,2
