Place,Count
Orange,8
Oranien,50
Oranienbaum,2
Oranienburg,20
Orléans,35
Osnabruck,6
Osnabrück,52
Osterode,4
Ostfriesland,21
Ostrog,2
Ostsee,6
Paderborn,2
Pamiers,2
Paris,84
Peine,2
Peking,2
Pembroke,4
Persien,4
Pest,6
Petersburg,6
Peterwardein,6
Pfalz,43
Pfalz-Neuburg,3
Philippsburg,8
Piemont,3
Pinneberg,2
Plittersdorf,3
Po,5
Pole,2
Polen,187
Pommern,12
Porto,2
Portugal,4
Portugiesen,2
Posen,4
Potsdam,20
Pottendorf,3
Prag,5
Preußen,198
Pruth,2
Pyrmont,21
Quedlinburg,8
Raab,7
Rantzau,18
Rappach,6
Rastatt,2
Ratzeburg,2
Ravenna,3
Regensburg,12
Rhein,34
Rhône,2
Riga,6
Rijswijk,7
Rom,75
Rotterdam,2
Ruhr,11
Russland,5
Römer,16
Sachsen,115
Sachsen-Gotha,3
Sachsen-Lauenburg,2
Sachsen-Merseburg,4
Saint Cyr,3
Saint Germain,8
Saint James,2
Saint-Germain,4
Salisbury,8
Salm,26
Salzburg,3
Salzdahlum,15
Savoyen,23
Scarlati,3
Schlesien,6
Schotte,9
Schottland,24
Schulenburg,35
Schwarze Meer,2
Schwede,2
Schweden,247
Schwedt,2
Schönhausen,4
Seeland,2
Seesen,2
Sesto,4
Shrewsbury,6
Siebenbürgen,9
Siena,3
Singen,2
Sizilien,4
Smyrna,3
Soest,2
Sorbonne,10
Spandau,8
Spanheim,15
Spanien,73
Spanier,26
Stade,5
Stamford,16
Steevenswert,2
Steiermark,3
Sternberg,2
Stettin,4
Stockholm,4
Stormarn,2
Straßburg,2
Stör,4
Sulzbach,8
Tangermünde,2
Temeswar,6
Teplitz,6
Tettau,2
Thorn,2
Thüringen,2
Tirol,11
Tokaj,2
Torgau,12
Toskana,11
Transsilvanien,5
Trier,4
Turku,2
Tönning,10
Türkei,2
Ulm,6
Ungarn,38
Ursel,36
Utrecht,8
Vaudémont,4
Venedig,29
Venetien,2
Venezianer,13
Venlo,2
Vesuv,3
Vigo,2
Walachei,3
Walachen,4
Wales,36
Wangenheim,8
Wardein,3
Warschau,34
Wartenberg,32
Weichsel,2
Wesel,2
Weser,2
Weyhausen,2
Wien,261
Wildeshausen,4
Wismar,2
Wittenberg,8
Wolfenbüttel,159
Württemberg,13
York,2
Zell,3
Zellerfeld,6
Zerbst,4
Ziesar,2
Zweibrücken,6
Ägypten,7
Ägypter,6
Äthiopien,2
Ätna,2
