Place,Count
China,10
Deutschland,19
Dänemark,34
England,143
Finnland,3
Frankreich,117
Großbritannien,18
Grönland,1
Indien,6
Irland,2
Israel,1
Italien,24
Kroatien,1
Litauen,5
Niederlande,1
Norwegen,2
Polen,89
Portugal,2
Preußen,98
Russland,1
Schottland,11
Schweden,117
Spanien,32
Türkei,1
Ungarn,16
Ägypten,3
Äthiopien,1
